,SRC,TRG
198,Write a function to return the type roots of a quadratic equation ax**2 + bx + c = 0,"def root_type(a:float,b:float,c:float):
    if b**2-4*a*c >= 0:
        return 'real'
    else:
        return 'imaginary'"
199,Write a function to return the sum of the roots of a quadratic equation ax**2 + bx + c = 0,"def sum_of_roots(a:float,c:float):
    if a:
        return c/a
    else:
        return None"
200,Write a function to return the product of the roots of a quadratic equation ax**2 + bx + c = 0,"def prod_of_roots(a:float,b:float):
    if a:
        return -b/a
    else:
        return None"
201,Write a function to return the real of the roots of a quadratic equation else return None ax**2 + bx + c = 0,"def roots_of_qad_eq(a:float,b:float,c:float):
    d = b**2-4*a*c
    if d >= 0:
        return (-b+(d)**(1/2))/2*a,(-b-(d)**(1/2))/2*a
    else:
        return None"
202,Write a function to return the profit or loss based on cost price and selling price,"def find_profit_or_loss(cp,sp):
    if cp > sp:
        return 'loss', cp-sp
    elif cp < sp:
        return 'profit', sp-cp
    else:
        return 'no profit or loss', 0"
203,Write a function to return the area of a rectangle,"def cal_area_rect(length, breadth):
    return length*breadth"
204,Write a function to return the area of a square,"def cal_area_square(side):
    return side**2"
205,Write a function to return the area of a rhombus with diagonals q1 and q2,"def cal_area_rhombus(q1,q2):
    return (q1*q2)/2"
206,Write a function to return the area of a trapezium with base a base b and height h between parallel sides,"def cal_area_trapezium(a,b,h):
    return h*(a+b)/2"
207,Write a function to return the area of a circle of raidus r,"def cal_area_circle(r):
    pi = 3.14
    return pi*r**2"
208,Write a function to return the circumference of a circle,"def cal_circumference(r):
    pi = 3.14
    return 2*pi*r"
209,Write a function to return the perimeter of a rectangle,"def cal_perimeter_rect(length, bredth):
    return 2*(length+bredth)"
210,Write a function to return the perimeter of a triangle,"def cal_perimeter_triangle(s1,s2,s3):
    return s1+s2+s3"
211,Write a function to return the perimeter of a square,"def cal_perimeter_square(side):
    return 4*side"
212,Write a function to return the perimeter of an equilateral triangle,"def cal_perimeter_eq_triangle(a):
    return 3*a"
213,Write a function to return the perimeter of a isoscales triangle,"def cal_perimeter_iso_triangle(s1,s2):
    return 2*s1+s2"
214,Write a function to return the area of an ellipse,"def cal_area_ellipse(minor, major):
    pi = 3.14
    return pi*(minor*major)"
215,Write a function to return the lateral surface area of a cylinder,"def cal_cylinder_lat_surf_area(height,radius):
    pi=3.14
    return 2*pi*radius*height"
216,Write a function to return the curved surface area of a cone,"def cal_cone_curved_surf_area(slant_height,radius):
    pi=3.14
    return pi*radius*slant_height"
217,Write a function to return the total surface area of a cube of side a,"def cal_surface_area_cube(a):
    return 6*(a**2)"
218,"Write a function to return the total surface area of a cuboid of length l, bredth b and height h","def cal_surface_area_cuboid(l,b,h):
    return 2*(l*b+b*h+h*l)"
219,Write a function to return the surface area of a sphere,"def cal_area_sphere(radius):
    pi = 3.14
    return 4*pi*(radius**2)"
220,Write a function to return the surface area of a hemi-sphere,"def cal_area_hemisphere(radius):
    pi = 3.14
    return 2*pi*(radius**2)"
221,Write a function to return the total surface area of a cylinder,"def cal_cylinder_surf_area(height,radius):
    pi=3.14
    return 2*pi*radius**2*+2*pi*radius*height"
222,Write a function to return the lateral surface area of a cone,"def cal_cone_lateral_surf_area(height,radius):
    pi=3.14
    return pi*radius*(((height**2)+(radius**2))**(1/2))"
223,Write a function to return the volume of a cylinder,"def cal_cylinder_volume(height, radius):
    pi=3.14
    return pi*(radius**2)*height"
224,Write a function to return the volume of a cone,"def cal_cone_volume(height,radius):
    pi=3.14
    return pi*(radius**2)*height/3"
225,Write a function to return the volume of a hemi sphere,"def cal_hemisphere_volume(radius:float)->float:
    pi=3.14
    return (2/3)*pi*(radius**3)"
226,Write a function to return the volume of a sphere,"def cal_sphere_volume(radius:float)->float:
    pi=3.14
    return (4/3)*pi*(radius**3)"
227,Write a function to return the volume of a cuboid,"def cal_cuboid_volume(length:float, breadth:float, height:float)->float:
    return length*breadth*height"
228,Write a function to return the volume of a cube,"def cal_cube_volume(side:float)->float:
    return side**3"
229,Write a function to return the speed of moving object based of distance travelled in given time,"def cal_speed(distance:float,time:float)->float:
    return distance/time"
230,Write a function to return the distance covered by a moving object based on speend and given time,"def cal_distance(time:float,speed:float)->float:
    return time*speed"
231,Write a function to return the time taken by a given of moving object based of distance travelled in given time,"def cal_time(distance:float,speed:float)->float:
    return distance/speed"
232,Write a function to return the torque when a force f is applied at angle thea and distance for axis of rotation to place force applied is r,"def cal_torque(force:float,theta:float,r:float)->float:
    import math
    return force*r*math.sin(theta)"
233,Write a function to return the angualr veolcity based on augualr distance travelled in radian unit and time taken,"def cal_angular_velocity(angular_dist:float,time:float)->float:
    return angular_dist/time"
234,Write a function to calculate the focal length of a lense buy the distance of object and distance of image from lense,"def cal_focal_length_of_lense(u:float,v:float)->float:
    return (u*v)/(u+v)"
235,Write a function to calculate the gravitational force between two objects of mass m1 and m2 and distance of r between them,"def cal_gforce(mass1:float,mass2:float, distance:float)->float:
    g = 6.674*(10)**(-11)
    return (g*mass1*mass2)/(distance**2)"
236,Write a function to calculate the current in the curcit where the resistance is R and voltage is V,"def cal_current(resistance:float, voltage:float)->float:
    return voltage/resistance"
237,Write a function to calculate the total capacitance of capacitors in parallel in a given list,"def cal_total_cap_in_parallel(cap_list:list)->float:
    return sum(cap_list)"
238,Write a function to calculate the total resistance of resistances in parallel in a given list,"def cal_total_res_in_parallel(res_list:list)->float:
    return sum([1/r for r in res_list])"
239,Write a function to calculate the total resistance of resistances in series in a given list,"def cal_total_res_in_series(res_list:list)->float:
    return sum(res_list)"
240,Write a function to calculate the moment of inertia of a ring of mass M and radius R,"def cal_mi_ring(mass:float,radius:float)->float:
    return mass*(radius**2)"
241,Write a function to calculate the moment of inertia of a sphere of mass M and radius R,"def cal_mi_sphere(mass:float,radius:float)->float:
    return (7/5)*mass*(radius**2)"
242,"Write a function to calculate the pressure P of ideal gas based on ideal gas equation - Volume V, and Temperatue T are given","def find_pressure_of_ideal_gas(volume:float, temp:float,n:float)->float:
    r = 8.3145 # gas constant R
    return (n*r*temp)/volume"
243,Write a function to calculate the volume V of ideal gas based on ideal gas equation Pressure P and Tempreature T given,"def find_volume_of_ideal_gas(pressure:float, temp:float,n:float)->float:
    r = 8.3145 # gas constant R
    return (n*r*temp)/pressure"
244,Write a function to calculate the Temprature T of ideal gas based on ideal gas equation Pressure P and Volume V given,"def find_temp_of_ideal_gas(pressure:float, volume:float,n:float)->float:
    r = 8.3145 # gas constant R
    return (pressure*volume)/n*r"
245,"Write a function to calculate the velocity of an object with initial velocity u, time t and acceleration a","def cal_final_velocity(initial_velocity:float,accelration:float,time:float)->float:
    return initial_velocity + accelration*time"
246,"Write a function to calculate the displacement of an object with initial velocity u, time t and acceleration a","def cal_displacement(initial_velocity:float,accelration:float,time:float)->float:
    return initial_velocity*time + .5*accelration*(time)**2"
247,Write a function to calculate amount of radioactive element left based on initial amount and half life,"def cal_half_life(initail_quatity:float, time_elapsed:float, half_life:float)->float:
    return initail_quatity*((1/2)**(time_elapsed/half_life))"
248,Write a function to calculate the new selling price based on discount percentage,"def cal_sp_after_discount(sp:float,discount:float)->float:
    return sp*(1 - discount/100)"
249,"Write a function to calculate the simple interest for principal p, rate r and time in years y","def get_si(p:float, r:float, t:float)->float:
    return (p*r*t)/100"
250,"Write a function to calculate the compound interest for principal p, rate r and time in years y","def get_ci(p:float, r:float, t:float, n:float)->float:
    return round(p*((1+(r/(n*100)))**(n*t)) - p,2)"
251,Write a function to calculate the energy released by converting mass m in kg to energy,"def cal_energy_by_mass(mass:float)->float:
    c = 300000
    return mass * (c**2)"
252,Write a function to calculate the kinetic energy of an object of mass m and velocity v,"def cal_ke(mass:float,velocity:float)->float:
    return (mass*(velocity)**2)/2"
253,Write a function to calculate the potential energy of an object of mass m at height h,"def cal_pe(mass:float,height:float)->float:
    g = 9.8
    return (mass*g*height)"
254,Write a function to calculate the electrostatic force between two charged particles with charge q1 and q2 at a distance d apart,"def cal_electrostatic_force(q1,q2,d):
    k = 9*(10**9)
    return (k*q1*q2)/(d**2)"
255,Write a function to calculate the density given mass and volume,"def cal_density(mass,volume):
    return (mass/volume)"
256,"Write a function to convert the temprature celsius 'c' to fahrenheit 'f' or fahrenheit to celsius
     Return the converted temprature","def temp_converter(temp,temp_given_in = 'f'):
    if temp_given_in.lower() == 'f': # Convert to C
        return (temp - 32) * (5/9)
    else: # Convert to F
        return (temp * 9/5) + 32"
257,Python code to Get Kth Column of Matrix,"def kth_column(test_list=[[4, 5, 6], [8, 1, 10], [7, 12, 5]],k=2):
    print(""The original list is : "" + str(test_list))
    K =k
    res = list(zip(*test_list)[K])
    print(""The Kth column of matrix is : "" + str(res))"
